DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Victim_id,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,Location_id
200204898,1/18/2020 0:00,1/18/2020 0:00,1900,2,Rampart,237,1,510,VEHICLE - STOLEN,,1822,0,,,101,STREET,,,IC,Invest Cont,510,,,,BEVERLY,WITMER,34.0622,-118.2607,1822
200204901,1/18/2020 0:00,1/4/2020 0:00,930,2,Rampart,202,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352,1823,59,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4400    LOCKWOOD                     AV,,34.0887,-118.2893,1823
200204902,1/17/2020 0:00,1/17/2020 0:00,2000,2,Rampart,279,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004 1822,1824,0,X,X,101,STREET,,,IC,Invest Cont,745,,,,900    GRATTAN                      ST,,34.0504,-118.2722,1824
200204903,1/18/2020 0:00,1/18/2020 0:00,1215,2,Rampart,275,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0319 2004 0601 0421 0443 0913 0906 1817,1825,39,M,W,401,MINI-MART,511,VERBAL THREAT,AA,Adult Arrest,930,,,,1800 W  OLYMPIC                      BL,,34.0503,-118.2765,1825
200204904,1/18/2020 0:00,1/18/2020 0:00,1900,2,Rampart,218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 2002 0913,1826,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1000    ECHO PARK                    AV,,34.0741,-118.259,1826
200204907,1/18/2020 0:00,1/17/2020 0:00,2020,2,Rampart,231,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,1827,54,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 N  HOOVER                       ST,,34.0728,-118.2844,1827
200204914,1/17/2020 0:00,1/17/2020 0:00,900,2,Rampart,236,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,1828,28,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,N  BURLINGTON                   AV,W  TEMPLE,34.0691,-118.2645,1828
200204915,1/18/2020 0:00,1/18/2020 0:00,2225,2,Rampart,271,1,330,BURGLARY FROM VEHICLE,0216 0329 1307 1609 0344 0321 1822,1829,45,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,11TH,GRAND VIEW,34.0512,-118.2829,1829
200204916,1/17/2020 0:00,1/4/2020 0:00,1900,2,Rampart,235,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,1830,38,F,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,200 N  LAKE                         ST,,34.0684,-118.2705,1830
201507380,3/9/2020 0:00,3/8/2020 0:00,2215,15,N Hollywood,1563,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,1831,66,M,W,101,STREET,,,IC,Invest Cont,331,,,,4500    MORELLA                      AV,,34.1522,-118.39,1831
200804730,1/17/2020 0:00,1/16/2020 0:00,1900,8,West LA,835,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,1832,31,M,W,101,STREET,,,IC,Invest Cont,331,,,,LA GRANGE,GLENDON,34.0472,-118.4333,1832
201813391,7/2/2020 0:00,7/1/2020 0:00,1500,18,Southeast,1801,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0329 0344 0385,1833,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,331,,,,8600    DENVER                       AV,,33.9587,-118.2839,1833
200204924,1/18/2020 0:00,1/18/2020 0:00,2000,2,Rampart,269,1,210,ROBBERY,1817 2004 1402 0913 0337 0445 1601 0408 0344,1834,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311,HAMMER,AA,Adult Arrest,210,998,,,700    HARTFORD                     AV,,34.0522,-118.2673,1834
200204926,1/18/2020 0:00,1/17/2020 0:00,2020,2,Rampart,233,1,330,BURGLARY FROM VEHICLE,0344 0358 0377 1307 1609,1835,30,F,H,101,STREET,,,IC,Invest Cont,330,,,,RAMPART,COUNCIL,34.071,-118.2759,1835
201814321,7/21/2020 0:00,7/21/2020 0:00,500,18,Southeast,1849,1,210,ROBBERY,0531 1822 1300 1310 0344 1311 0429 0448 0856,1836,59,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,GRAPE                        ST,IMPERIAL                     HY,33.9305,-118.2363,1836
200204928,1/19/2020 0:00,1/19/2020 0:00,1300,2,Rampart,256,1,510,VEHICLE - STOLEN,,1837,0,,,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,510,,,,600 S  BURLINGTON                   AV,,34.058,-118.2715,1837
200204931,1/19/2020 0:00,1/19/2020 0:00,1200,2,Rampart,248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0561 0448 0408 1701 0432 0913 0602,1838,65,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,400    WITMER                       ST,,34.0576,-118.2644,1838
200204933,1/19/2020 0:00,1/19/2020 0:00,1810,2,Rampart,245,1,210,ROBBERY,1822 0305 0431 0352 0344,1839,27,M,H,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,2400    OCEAN VIEW                   AV,,34.0627,-118.2773,1839
200204934,1/19/2020 0:00,1/19/2020 0:00,715,2,Rampart,203,2,624,BATTERY - SIMPLE ASSAULT,1202 0444 1822 1252 2011,1840,61,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4100    MARATHON                     ST,,34.0846,-118.2892,1840
200406609,3/7/2020 0:00,3/7/2020 0:00,1130,4,Hollenbeck,488,2,624,BATTERY - SIMPLE ASSAULT,0913 0448 0416,1841,81,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1100 S  FRESNO                       ST,,34.0259,-118.2081,1841
201016381,12/24/2020 0:00,12/24/2020 0:00,2254,10,West Valley,1001,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,1842,50,F,W,101,STREET,,,IC,Invest Cont,956,,,,19000    INGOMAR                      ST,,34.212,-118.5475,1842
200204937,1/20/2020 0:00,1/20/2020 0:00,40,2,Rampart,238,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 1100 0450 1402,1843,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,100 N  TOLUCA                       ST,,34.0616,-118.2586,1843
200204938,1/20/2020 0:00,1/20/2020 0:00,40,2,Rampart,238,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0450 1402,1844,35,H,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,100 N  TOLUCA                       ST,,34.0616,-118.2586,1844
200204939,1/20/2020 0:00,1/20/2020 0:00,40,2,Rampart,238,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0450 1402,1845,66,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,100 N  TOLUCA                       ST,,34.0616,-118.2586,1845
200204940,1/20/2020 0:00,1/20/2020 0:00,40,2,Rampart,238,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0450 1402,1846,64,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,100 N  TOLUCA                       ST,,34.0616,-118.2586,1846
200204941,1/20/2020 0:00,1/20/2020 0:00,40,2,Rampart,238,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0450 1402,1847,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,100 N  TOLUCA                       ST,,34.0616,-118.2586,1847
200204942,1/20/2020 0:00,1/20/2020 0:00,40,2,Rampart,238,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0450 1402,1848,0,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,251,998,,,100 N  TOLUCA                       ST,,34.0616,-118.2586,1848
200204943,1/20/2020 0:00,1/20/2020 0:00,145,2,Rampart,279,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0359 0334 0445 0411 0906,1849,27,F,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,JAMES M WOOD,SUNBURY,34.0484,-118.2676,1849
200204944,1/20/2020 0:00,1/20/2020 0:00,145,2,Rampart,279,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0359 0445 0411 0334 0906,1850,31,F,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,JAMES M WOOD,SUNBURY,34.0484,-118.2676,1850
200204945,1/20/2020 0:00,1/20/2020 0:00,30,2,Rampart,256,1,210,ROBBERY,1822 0342 0416 0446 0344,1851,52,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,BURLINGTON,34.055,-118.2735,1851
200204947,1/20/2020 0:00,1/19/2020 0:00,1930,2,Rampart,204,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,1852,37,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,SUNSET                       BL,LUCILE                       AV,34.0917,-118.2796,1852
200712903,8/18/2020 0:00,8/18/2020 0:00,2015,7,Wilshire,711,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444,1853,25,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,8400    BEVERLY                      BL,,34.0782,-118.3695,1853
200204952,1/19/2020 0:00,1/19/2020 0:00,2200,2,Rampart,251,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1402 1309 0329 0104 0344 0325,1854,31,M,O,203,OTHER BUSINESS,,,AA,Adult Arrest,341,998,,,2700    WILSHIRE                     BL,,34.0609,-118.2823,1854
200204953,1/19/2020 0:00,1/19/2020 0:00,2030,2,Rampart,251,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 0344,1855,32,F,O,156,VALET,,,AA,Adult Arrest,440,,,,2700    WILSHIRE                     BL,,34.0609,-118.2823,1855
200204996,1/20/2020 0:00,1/15/2020 0:00,1300,2,Rampart,275,1,310,BURGLARY,1601 0344,1856,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900    BEACON                       AV,,34.0514,-118.2743,1856
200204955,1/19/2020 0:00,1/19/2020 0:00,2120,2,Rampart,212,1,220,ATTEMPTED ROBBERY,0913 0342 1218 0906 0216 0416 0446 0417 0337 1817,1857,57,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,JUANITA                      AV,BEVERLY                      BL,34.0764,-118.2903,1857
201014895,11/9/2020 0:00,10/30/2020 0:00,1145,10,West Valley,1021,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,1858,44,M,C,101,STREET,,,IC,Invest Cont,331,,,,19600    BASSETT                      ST,,34.196,-118.56,1858
200204958,1/19/2020 0:00,1/19/2020 0:00,900,2,Rampart,279,1,330,BURGLARY FROM VEHICLE,1307 1609 1302 0358 0344 0329,1859,30,M,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,BLAINE,OLYMPIC,34.0473,-118.27,1859
221704848,1/20/2022 0:00,3/8/2020 0:00,1200,17,Devonshire,1791,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913 1817,1860,57,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,8500    DE SOTO                      AV,,34.2246,-118.5885,1860
200314589,7/23/2020 0:00,7/22/2020 0:00,2200,3,Southwest,395,1,510,VEHICLE - STOLEN,,1861,0,,,101,STREET,,,AA,Adult Arrest,510,,,,1800 W  VERNON                       AV,,34.0073,-118.3108,1861
200204964,1/21/2020 0:00,1/21/2020 0:00,30,2,Rampart,265,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 1813 0432 0421 0334,1862,33,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,2000 W  8TH                          ST,,34.0544,-118.2767,1862
200204965,1/21/2020 0:00,1/21/2020 0:00,35,2,Rampart,249,1,220,ATTEMPTED ROBBERY,0906 1822 0342 1251 1259 0305 0416 0445 0417 0370,1863,16,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,7TH                          ST,LUCAS                        ST,34.0515,-118.2658,1863
200204966,1/21/2020 0:00,1/20/2020 0:00,2030,2,Rampart,249,1,510,VEHICLE - STOLEN,,1864,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH                          ST,BIXEL,34.054,-118.262,1864
201820230,11/8/2020 0:00,11/8/2020 0:00,730,18,Southeast,1844,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1300 0416 1814 0446 1310 0400,1865,26,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,108TH                        ST,AVALON                       AV,33.9383,-118.2652,1865
200204972,1/21/2020 0:00,1/20/2020 0:00,1500,2,Rampart,291,1,510,VEHICLE - STOLEN,,1866,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 S  ALVARADO                     ST,,34.0473,-118.2827,1866
200204973,1/21/2020 0:00,1/17/2020 0:00,1200,2,Rampart,219,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,1867,0,,,101,STREET,,,IC,Invest Cont,420,,,,KENSINGTON                   RD,DOUGLAS                      AV,34.0725,-118.2532,1867
200204975,1/20/2020 0:00,1/20/2020 0:00,2320,2,Rampart,251,2,624,BATTERY - SIMPLE ASSAULT,0334 0416 0446 0417 2004 0913 1817 0445,1868,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  RAMPART                      BL,,34.0636,-118.2805,1868
200204979,1/19/2020 0:00,1/19/2020 0:00,1800,2,Rampart,237,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0429 0913 1817 0444,1869,41,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1600    CORTEZ                       ST,,34.0673,-118.2607,1869
200204980,1/20/2020 0:00,1/20/2020 0:00,1730,2,Rampart,233,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1218 0913 1817 1206,1870,32,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3RD,LAFAYETTE PARK               PL,34.0671,-118.2806,1870
200204981,1/19/2020 0:00,1/19/2020 0:00,1330,2,Rampart,201,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 2052 2050 0202 0910,1871,53,F,H,907,MTA - RED LINE - VERMONT/SANTA MONICA,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,1000 N  VERMONT                      AV,,34.0873,-118.296,1871
200204982,1/20/2020 0:00,1/20/2020 0:00,1200,2,Rampart,245,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1252 0913 1817,1872,51,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,ALVARADO,WILSHIRE,34.058,-118.2759,1872
200204984,1/19/2020 0:00,1/19/2020 0:00,730,2,Rampart,203,2,624,BATTERY - SIMPLE ASSAULT,0444 0913 1817,1873,50,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4100    MARATHON                     ST,,34.0846,-118.2892,1873
200204985,1/19/2020 0:00,1/19/2020 0:00,730,2,Rampart,203,2,624,BATTERY - SIMPLE ASSAULT,0444 0913 1817,1874,69,X,X,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4100    MARATHON                     ST,,34.0846,-118.2892,1874
200204987,1/21/2020 0:00,1/20/2020 0:00,2300,2,Rampart,203,1,330,BURGLARY FROM VEHICLE,0329 1307 1601 0344 1210 1609,1875,29,F,W,101,STREET,,,IC,Invest Cont,330,,,,MARATHON                     ST,VERMONT                      AV,34.0847,-118.2917,1875
200204988,1/21/2020 0:00,1/20/2020 0:00,1800,2,Rampart,261,1,330,BURGLARY FROM VEHICLE,0329 0344 1601,1876,30,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,2200 W  8TH                          ST,,34.0554,-118.2789,1876
200204989,1/21/2020 0:00,1/20/2020 0:00,1600,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0344 1601 0329 1251,1877,26,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,400 S  LAKE                         ST,,34.0621,-118.2747,1877
200204990,1/21/2020 0:00,1/20/2020 0:00,2300,2,Rampart,216,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601,1878,35,F,O,101,STREET,,,IC,Invest Cont,330,,,,SANTA YNEZ,ALVARADO,34.0752,-118.2649,1878
200204991,1/20/2020 0:00,1/19/2020 0:00,2000,2,Rampart,251,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,1879,75,M,O,101,STREET,,,IC,Invest Cont,330,,,,600 S  RAMPART                      BL,,34.0624,-118.2813,1879
200204992,1/19/2020 0:00,1/18/2020 0:00,2100,2,Rampart,299,1,330,BURGLARY FROM VEHICLE,0344 1307 1210 1601 1607,1880,38,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1000 W  17TH                         ST,,34.0398,-118.278,1880
200204993,1/22/2020 0:00,1/21/2020 0:00,1930,2,Rampart,204,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 1609,1881,32,F,O,101,STREET,,,IC,Invest Cont,330,,,,SANTA MONICA,SUNSET                       BL,34.0923,-118.2817,1881
200204994,1/21/2020 0:00,1/21/2020 0:00,410,2,Rampart,257,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,1882,0,X,X,701,HOSPITAL,,,AA,Adult Arrest,740,,,,1200    WILSHIRE                     BL,,34.053,-118.2648,1882
200204995,1/22/2020 0:00,1/22/2020 0:00,5,2,Rampart,257,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0345 0334 0400,1883,48,M,H,102,SIDEWALK,219,SCREWDRIVER,IC,Invest Cont,230,,,,7TH,LUCAS,34.0517,-118.2663,1883
200204998,1/21/2020 0:00,1/21/2020 0:00,2010,2,Rampart,237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0429 1601 0913,1884,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100    WITMER                       ST,,34.0623,-118.2607,1884
200204999,1/20/2020 0:00,1/5/2020 0:00,1300,2,Rampart,249,1,480,BIKE - STOLEN,0344 0397,1885,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1100    WILSHIRE                     BL,,34.0524,-118.2633,1885
200205004,1/20/2020 0:00,1/20/2020 0:00,2035,2,Rampart,205,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1309 0913 1817 0443 1601,1886,30,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,930,,,,700 N  DILLON                       ST,,34.08,-118.2782,1886
200112385,5/30/2020 0:00,5/29/2020 0:00,2215,1,Central,164,1,310,BURGLARY,0344 1609 1822 0329 1420,1887,35,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,600 S  SPRING                       ST,,34.046,-118.2509,1887
200205018,1/22/2020 0:00,1/22/2020 0:00,1000,2,Rampart,257,2,624,BATTERY - SIMPLE ASSAULT,1251 0416 0446 1817 0913,1888,27,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    LUCAS                        AV,,34.0552,-118.2675,1888
200205020,1/20/2020 0:00,1/20/2020 0:00,2100,2,Rampart,245,1,210,ROBBERY,0910 0305 0344 0400 0416 1822,1889,57,M,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,ALVARADO,WILSHIRE,34.058,-118.2759,1889
200205022,1/19/2020 0:00,1/19/2020 0:00,245,2,Rampart,261,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329,1890,35,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,700 S  CARONDELET                   ST,,34.0584,-118.281,1890
200205023,1/22/2020 0:00,1/22/2020 0:00,2130,2,Rampart,275,1,210,ROBBERY,0342 0104 0329 0216 0334 0432 0209 0324 0400 1822,1891,0,X,X,402,MARKET,215,MACHETE,IC,Invest Cont,210,,,,1800    JAMES M WOOD                 BL,,34.0519,-118.2755,1891
200205024,1/22/2020 0:00,1/21/2020 0:00,1500,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0329 0344 1609 1307,1892,42,M,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,GRAND VIEW                   AV,OCEAN VIEW                   AV,34.0629,-118.2754,1892
200205026,1/20/2020 0:00,1/20/2020 0:00,1800,2,Rampart,237,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 0344 1606,1893,28,M,B,101,STREET,,,IC,Invest Cont,420,,,,1600    BEVERLY                      BL,,34.0634,-118.263,1893
200205027,1/20/2020 0:00,1/20/2020 0:00,1145,2,Rampart,265,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 2032 0346,1894,48,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,2100 W  7TH                          ST,,34.0565,-118.2768,1894
200205028,1/20/2020 0:00,1/19/2020 0:00,100,2,Rampart,256,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0601 0344 0354 1822 1300,1895,0,X,X,108,PARKING LOT,,,IC,Invest Cont,670,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702,1895
200205033,1/20/2020 0:00,1/14/2020 0:00,1900,2,Rampart,249,1,480,BIKE - STOLEN,0344 0397,1896,31,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,1100    WILSHIRE                     BL,,34.0524,-118.2633,1896
201015594,11/30/2020 0:00,11/30/2020 0:00,1300,10,West Valley,1077,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0377 0344 1606 1822,1897,23,F,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,17100    VENTURA                      BL,,34.1602,-118.5054,1897
200205402,1/17/2020 0:00,1/16/2020 0:00,1600,2,Rampart,261,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 0352 0377 1202,1898,65,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,2400    JAMES M WOOD                 BL,,34.0567,-118.2815,1898
200205036,1/16/2020 0:00,1/16/2020 0:00,1,2,Rampart,217,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,1899,33,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 N  WESTLAKE                     AV,,34.0698,-118.2665,1899
200205037,1/19/2020 0:00,1/19/2020 0:00,1430,2,Rampart,201,2,946,OTHER MISCELLANEOUS CRIME,0913 0603,1900,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,1000 N  MARIPOSA                     AV,,34.0891,-118.2992,1900
200205038,1/19/2020 0:00,1/19/2020 0:00,245,2,Rampart,231,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 0216 1822 1310 1278 1307,1901,32,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3200 W  TEMPLE                       ST,,34.0753,-118.2812,1901
200205039,1/20/2020 0:00,1/19/2020 0:00,1400,2,Rampart,233,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1307,1902,49,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,OCCIDENTAL                   BL,6TH                          ST,34.0697,-118.2779,1902
200205040,1/20/2020 0:00,1/17/2020 0:00,1830,2,Rampart,247,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,1903,24,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 S  UNION                        AV,,34.0596,-118.2701,1903
200205041,1/20/2020 0:00,1/20/2020 0:00,1830,2,Rampart,215,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0216 0329 1822 0311,1904,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,745,,,,300 N  HOOVER                       ST,,34.0767,-118.2844,1904
200205042,1/19/2020 0:00,1/19/2020 0:00,1800,2,Rampart,201,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1310 0329 2004 1822 0216,1905,22,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,SANTA MONICA,VERMONT,34.0909,-118.2917,1905
200604861,1/20/2020 0:00,1/20/2020 0:00,210,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0216,1906,35,M,W,101,STREET,,,IC,Invest Cont,740,,,,HOLLYWOOD,VINE,34.1016,-118.3267,1906
